Code Smell,Project,Package,Class,Method,Method,Class,NOAM_type,NOP_method,MaMCL_method,MeMCL_method,CLNAMM_method,num_not_final_not_static_attributes,number_private_visibility_attributes
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Server,PlayerPinger,Tick(S server),Created(Actor self),Mobile,0,1,4,2.388888888888889,0,3,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,ActorMap,"AnyActorsAt(CPos a, SubCell sub, bool checkTransient = true)","GetAdjacentCell(CPos nextCell, Func<CPos, bool> preferToAvoid = null)",Mobile,0,3,3,2.25,0,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,ActorMap,"AnyActorsAt(CPos a, SubCell sub, Func<Actor, bool> withCondition)","ImmovableConditionChanged(Actor self, IReadOnlyDictionary<string, int> conditions)",Mobile,0,3,2,2,0,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,ActorMap,AnyActorsAt(CPos a),"SetVisualPosition(Actor self, WPos pos)",Mobile,0,1,2,2,0,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,ActorMap,"UpdateProximityTrigger(int id, WPos newPos, WDist newRange, WDist newVRange)",BuildDomains(World world),MovementClassDomainIndex,0,4,3,2.5,2,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,Aircraft,AllowYieldingReservation(),"Play(MusicInfo music, Action onComplete)",MusicPlaylist,0,0,0,0,0,20,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,Aircraft,"FindLandingLocation(CPos targetCell, WDist maxSearchDistance)","Activate(Actor self, Order order, SupportPowerManager manager)",ParatroopersPower,0,2,4,4,2,20,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,Aircraft,OnAirborneAltitudeLeft(),FindPath(IPathSearch search),PathFinder,0,0,2,2,0,20,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,Aircraft,"SetPosition(Actor self, CPos cell, SubCell subCell = SubCell.Any)",ChangeCash(int amount),PlayerResources,0,3,4,4,1,20,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,Aircraft,"SetPosition(Actor self, WPos pos)",RemoveStorage(int capacity),PlayerResources,0,2,4,3,5,20,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,AirstrikePower,RemoveBeacon(Beacon beacon),"Activate(Actor self, Order order, SupportPowerManager manager)",ProduceActorPower,0,1,3,2.5,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,AttackBaseInfo,"RulesetLoaded(Ruleset rules, ActorInfo ai)",CacheProducibles(Actor playerActor),ProductionQueue,0,2,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,AttackGarrisoned,"DoAttack(Actor self, in Target target)",CanBuild(ActorInfo actor),ProductionQueue,0,2,2,2,3,6,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,AutoTarget,"ScanForTarget(Actor self, bool allowMove, bool allowTurn, bool ignoreScanInterval = false)",CancelProductionInner(string itemName),ProductionQueue,0,4,4,2.3333333333333335,1,8,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,AutoTarget,"SetStance(Actor self, UnitStance value)","CanQueue(ActorInfo actor, out string notificationAudio)",ProductionQueue,0,2,3,2.3333333333333335,1,8,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,BaseBuilderBotModule,ChooseRallyLocationNear(Actor producer),"TickInner(Actor self, bool allProductionPaused)",ProductionQueue,0,1,3,2.3333333333333335,1,7,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,BlocksProjectiles,"AnyBlockingActorsBetween(World world, WPos start, WPos end, WDist width, out WPos hit)",ActorLeft(Actor other),ProximityCapturable,0,5,3,2125,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,Bridge,"Demolish(Actor saboteur, int direction, BitSet<DamageType> damageTypes)","RenderAnnotations(Actor self, WorldRendererwr)",RenderJammerCircle,0,3,3,2.4285714285714284,2,5,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,BridgeHut,"Repair(Actor self, Actor repairer)","RenderAnnotations(WorldRenderer wr, World w, ActorInfo ai, WPos centerPosition)",RenderShroudCircleInfo,0,2,2,2,1,7,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,BridgeInfo,"RulesetLoaded(Ruleset rules, ActorInfo ai)","CanRepairAt(Actor target, TargetModifiers modifiers)",Repairable,0,2,3,2.25,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,BridgeLayer,Remove(Actor b),UnReserve(Actor self),Reservable,0,1,3,2.5,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,Building,RemoveSmudges(),"CreateResourceCell(ResourceType t, CPos cell)",ResourceLayer,0,0,4,2.6666666666666665,0,3,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,BuildingInfo,LoadFootprint(MiniYaml yaml),"AddCellsToPlayerShroud(Actor self, Player p, PPos[] uv)",RevealsShroud,0,1,4,2.6,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,Cargo,LockForPickup(Actor self),Emit(Actor self),SpawnActorsOnSell,0,1,2,2,0,8,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,Carryable,"Reserve(Actor self, Actor carrier)","Charged(Actor self, string key)",SupportPower,0,2,2,2,0,7,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,ClassicParallelProductionQueue,BuildUnit(ActorInfo unit),"GetAttractiveness(IEnumerable<Actor> actors, Player firedBy)",SupportPowerDecision,0,1,5,2.5454545454545454,0,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,DeliversExperience,"IssueOrder(Actor self, IOrderTargeter order, in Target target, bool queued)","GetAttractiveness(IEnumerable<FrozenActor> frozenActors, Player firedBy)",SupportPowerDecision,0,4,0,0,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,DuplicateUnitCrateAction,Activate(Actor collector),ActorAdded(Actor a),SupportPowerManager,0,1,4,2.3333333333333335,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,EditorActorLayer,SyncMultiplayerCount(),"RulesetLoaded(Ruleset rules, ActorInfo ai)",TakeCoverInfo,0,0,4,2.5625,0,3,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,EditorActorPreview,"ReplaceInit(T init, TraitInfo info)","Killed(Actor self, AttackInfo attack)",ThrowsShrapnel,0,2,2,2,1,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,EditorActorPreview,ReplaceInit(T init),TooltipForPlayerStance(PlayerRelationship stance),TooltipInfo,0,1,2,2,1,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,EditorCursorLayer,Clear(int token),GetTransformActivity(Actor self),Transforms,0,1,0,0,0,6,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,EditorCursorLayer,"SetResource(WorldRenderer wr, ResourceTypeInfo resource)","ChangeState(Squad squad, IStatenewState, bool rememberPrevious)",StateMachine,0,2,3,3,0,6,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,EditorCursorLayer,"SetTerrainTemplate(WorldRenderer wr, TerrainTemplateInfo template)","RulesetLoaded(Ruleset rules, ActorInfo ai)",ProductionBarInfo,0,2,3,3,0,6,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,EngineerRepair,"ResolveOrder(Actor self, Order order)",GetImage(Actor self),RenderSprites,0,2,2,2,1,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,ExplodeCrateAction,Activate(Actor collector),"ScreenBounds(Actor self, WorldRenderer wr)",RenderSprites,0,1,3,2.25,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,FallsToEarthInfo,"RulesetLoaded(Ruleset rules, ActorInfo ai)","RenderPreviewSprites(ActorPreviewInitializer init, RenderSpritesInfo rs, string image, int facings, PaletteReference p)",WithIdleOverlayInfo,0,2,3,2.25,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,FreeActor,TraitEnabled(Actor self),"RenderPreviewSprites(ActorPreviewInitializer init, RenderSpritesInfo rs, string image, int facings, PaletteReference p)",WithResourceLevelSpriteBodyInfo,0,1,3,2.5,0,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,GiveUnitCrateAction,CanGiveTo(Actor collector),"PlayCustomAnimation(Actor self, string name, Action after = null)",WithSpriteBody,0,1,3,2.6666666666666665,1,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,GiveUnitCrateAction,"ChooseEmptyCellNear(Actor a, string unit)",StartSound(Actor self),AmbientSound,0,2,2,2,1,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,GrantConditionOnFaction,TraitDisabled(Actor self),"UpdateActorNode(ModData modData, MiniYamlNode actorNode)",ChangeTargetLineDelayToMilliseconds,0,1,2,2,0,2,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,GrantConditionOnLayer,"UpdateConditions(Actor self, byte oldLayer, byte newLayer)","UpdateActorNode(ModData modData, MiniYamlNode actorNode)",CreateScreenShakeWarhead,0,3,2,2,0,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,GrantConditionOnSubterraneanLayerInfo,"RulesetLoaded(Ruleset rules, ActorInfo ai)","UpdateActorNode(ModData modData, MiniYamlNode actorNode)",RemoveInitialFacingHardcoding,0,2,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,Harvester,"AcceptResource(Actor self, ResourceType type)","UpdateActorNode(ModData modData, MiniYamlNode actorNode)",RemoveLaysTerrain,0,2,2,2,1,5,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,Health,"Resurrect(Actor self, Actor repairer)","UpdateActorNode(ModData modData, MiniYamlNode actorNode)",RenameCircleContrast,0,2,4,2.2857142857142856,0,9,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,HitShape,Created(Actor self),"UpdateActorNode(ModData modData, MiniYamlNode actorNode)",ReplaceAttackTypeStrafe,0,1,2,2,0,3,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,IsometricSelectable,"Bounds(Actor self, WorldRenderer wr, int[] bounds, int height)","UpdateActorNode(ModData modData, MiniYamlNode actorNode)",UpdateMapInits,0,4,4,2.5714285714285716,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,IsometricSelectable,"Bounds(Actor self, WorldRenderer wr)","UpdateMapActorNode(ModData modData, MiniYamlNode actorNode)",UpdateMapInits,0,2,0,0,1,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,LineBuildSegmentExternalCondition,"GrantCondition(Actor self, Actor segment)",ReadTrees(IniFile file),ImportLegacyMapCommand,0,2,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,Mobile,Created(Actor self),"ApplyRules(ModData modData, IReadWritePackage mapPackage, IEnumerable<UpdateRule> rules)",UpdateMapCommand,0,1,4,2.2857142857142856,0,16,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,Mobile,"GetAdjacentCell(CPos nextCell, Func<CPos, bool> preferToAvoid = null)","IsValidAgainst(Actor victim, Actor firedBy)",CreateEffectWarhead,0,2,4,2.2857142857142856,2,16,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,Mobile,"ImmovableConditionChanged(Actor self, IReadOnlyDictionary<string, int> conditions)","DoImpact(in Target target, WarheadArgs args)",FlashPaletteEffectWarhead,0,2,4,3.5,0,16,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,Mobile,"SetVisualPosition(Actor self, WPos pos)","InflictDamage(Actor victim, Actor firedBy, HitShape shape, WarheadArgs args)",HealthPercentageDamageWarhead,0,2,3,2.5,0,16,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,MovementClassDomainIndex,BuildDomains(World world),Set(float hue),ColorMixerWidget,0,1,3,2.111111111111111,2,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,MusicPlaylist,Play(),Tick(),CommandBarLogic,0,0,3,3,3,2,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,MusicPlaylist,"Play(MusicInfo music, Action onComplete)","Copy(CellRegion source, CVec offset)",EditorCopyPasteBrush,0,2,3,3,0,2,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,MusicPlaylist,Play(MusicInfo music),"PlacementOverlapsSameTemplate(TerrainTemplateInfo template, CPos cell)",EditorTileBrush,0,1,0,0,1,2,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,ParatroopersPower,"Activate(Actor self, Order order, SupportPowerManager manager)",Draw(),HotkeyEntryWidget,0,3,2,2,1,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,PathFinder,FindPath(IPathSearch search),HandleKeyPress(KeyInput e),HotkeyEntryWidget,0,1,3,2.3333333333333335,1,2,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,PlayerResources,ChangeCash(int amount),Draw(),HueSliderWidget,0,1,2,2,2,6,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,PlayerResources,RemoveStorage(int capacity),HandleMouseInput(MouseInput mi),MaskWidget,0,1,0,0,0,6,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,ProduceActorPower,"Activate(Actor self, Order order, SupportPowerManager manager)",Do(),PaintTileEditorAction,0,3,5,2.727272727272727,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,ProductionQueue,CacheProducibles(Actor playerActor),GetCursor(int2 pos),ProductionPaletteWidget,0,1,2,2,1,5,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,ProductionQueue,CanBuild(ActorInfo actor),"HandleMiddleClick(ProductionItem item, ProductionIcon icon, int handleCount)",ProductionPaletteWidget,0,1,2,2,0,5,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,ProductionQueue,CancelProductionInner(string itemName),"LinterHotkeyNames(MiniYamlNode widgetNode, Action<string> emitError, Action<string> emitWarning)",ProductionPaletteWidget,0,1,2,2,1,5,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,ProductionQueue,"CanQueue(ActorInfo actor, out string notificationAudio)",MouseEntered(),ProductionPaletteWidget,0,2,4,2.5,0,5,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,ProductionQueue,"TickInner(Actor self, bool allProductionPaused)",Draw(),ProductionTabsWidget,0,2,2,2,1,5,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,ProximityCapturable,ActorLeft(Actor other),Removed(),RadarWidget,0,1,2,2,2,5,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,RenderJammerCircle,"RenderAnnotations(Actor self, WorldRenderer wr)","SetPlayer(Player player, bool forceUpdate = false)",RadarWidget,0,2,3,3,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,RenderShroudCircleInfo,"RenderAnnotations(WorldRenderer wr, World w, ActorInfo ai, WPos centerPosition)","BindingSet(IObservableCollection col, object oldItem, object newItem)",ScrollPanelWidget,0,4,3,2.111111111111111,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,Repairable,"CanRepairAt(Actor target, TargetModifiers modifiers)",ScrollToTop(bool smooth = false),ScrollPanelWidget,0,2,3,2.5,0,3,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,Repairable,CanRepairAt(Actor target),UpdateSmoothScrolling(),ScrollPanelWidget,0,1,3,3,0,3,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,Reservable,UnReserve(Actor self),Draw(),SpriteWidget,0,1,2,2,0,3,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,ResourceLayer,"CreateResourceCell(ResourceType t, CPos cell)",SetSelectionStance(UnitStance stance),StanceSelectorLogic,0,2,5,5,0,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,RevealsShroud,"AddCellsToPlayerShroud(Actor self, Player p, PPos[] uv)",Tick(),SupportPowerTimerWidget,0,3,3,3,0,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,SpawnActorsOnSell,Emit(Actor self),BindButtonIcon(ButtonWidget button),WidgetUtils,0,1,3,2.3125,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,SupportPower,"Charged(Actor self, string key)","TruncateLabelToTooltip(LabelWithTooltipWidget label, string text)",WidgetUtils,0,2,3,2.5,0,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,SupportPowerDecision,"GetAttractiveness(Actor a, PlayerRelationship stance, Player firedBy)","ApplyOrders(World world, MouseInput mi)",WorldInteractionControllerWidget,0,3,3,2.1666666666666665,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,SupportPowerDecision,"GetAttractiveness(FrozenActor fa, PlayerRelationship stance, Player firedBy)",MouseEntered(),WorldLabelWithTooltipWidget,0,3,3,2.6666666666666665,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,SupportPowerDecision,"GetAttractiveness(IEnumerable<Actor> actors, Player firedBy)",FilterAsset(string filename),AssetBrowserLogic,0,2,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,SupportPowerDecision,"GetAttractiveness(IEnumerable<FrozenActor> frozenActors, Player firedBy)","ShowPaletteDropdown(DropDownButtonWidget dropdown, World world)",AssetBrowserLogic,0,2,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,SupportPowerDecision,"GetAttractiveness(WPos pos, Player firedBy)",Save(World world),GameSaveBrowserLogic,0,2,3,2.5,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,SupportPowerManager,ActorAdded(Actor a),CreateSaveMapButton(),IngameMenuLogic,0,1,4,2375,1,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,TakeCoverInfo,"RulesetLoaded(Ruleset rules, ActorInfo ai)",CreateSurrenderButton(),IngameMenuLogic,0,2,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,ThrowsShrapnel,"Killed(Actor self, AttackInfo attack)",OnQuit(),IngameMenuLogic,0,2,4,2.652173913043478,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,TooltipInfo,TooltipForPlayerStance(PlayerRelationship stance),"ShowList(string title, string message, Dictionary<string, IEnumerable<string>> groups)",InstallFromDiscLogic,0,1,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits,Transforms,GetTransformActivity(Actor self),UpdateCurrentMap(),LobbyLogic,0,1,0,0,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits.BotModules.Squads,StateMachine,"ChangeState(Squad squad, IState newState, bool rememberPrevious)",LatencyColor(Session.ClientPing ping),LobbyUtils,0,3,0,0,0,2,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits.Render,ProductionBarInfo,"RulesetLoaded(Ruleset rules, ActorInfo ai)","SetupChatLine(ContainerWidget template, DateTime time, string name, Color nameColor, string text, Color textColor)",LobbyUtils,0,2,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits.Render,RenderSprites,GetImage(Actor self),"SetupEditableReadyWidget(Widget parent, Session.Slot s, Session.Client c, OrderManager orderManager, MapPreview map)",LobbyUtils,0,1,2,2,0,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits.Render,RenderSprites,"ScreenBounds(Actor self, WorldRenderer wr)",DisplayNews(IEnumerable<NewsItem> newsItems),MainMenuLogic,0,2,3,3,0,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits.Render,WithIdleOverlayInfo,"RenderPreviewSprites(ActorPreviewInitializer init, RenderSpritesInfo rs, string image, int facings, PaletteReference p)",LoadMapIntoEditor(string uid),MainMenuLogic,0,5,3,2.1818181818181817,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits.Render,WithResourceLevelSpriteBodyInfo,"RenderPreviewSprites(ActorPreviewInitializer init, RenderSpritesInfo rs, string image, int facings, PaletteReference p)",ParseNews(string path),MainMenuLogic,0,5,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits.Render,WithSpriteBody,"PlayCustomAnimation(Actor self, string name, Action after = null)","DeleteOneMap(string map, Action<string>after)",MapChooserLogic,0,3,2,2,2,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Traits.Sound,AmbientSound,StartSound(Actor self),UnMuteSounds(),MissionBrowserLogic,0,1,3,2.8333333333333335,0,3,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.UpdateRules.Rules,ChangeTargetLineDelayToMilliseconds,"UpdateActorNode(ModData modData, MiniYamlNode actorNode)",BuildMusicTable(),MusicPlayerLogic,0,2,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.UpdateRules.Rules,CreateScreenShakeWarhead,"UpdateActorNode(ModData modData, MiniYamlNode actorNode)",BasicStats(Player player),ObserverStatsLogic,0,2,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.UpdateRules.Rules,RemoveInitialFacingHardcoding,"UpdateActorNode(ModData modData, MiniYamlNode actorNode)","SetupPlayerScrollItemWidget(ScrollItemWidget template, Player player)",ObserverStatsLogic,0,2,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.UpdateRules.Rules,RemoveLaysTerrain,"UpdateActorNode(ModData modData, MiniYamlNode actorNode)",SelectReplay(ReplayMetadata replay),ReplayBrowserLogic,0,2,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.UpdateRules.Rules,RenameCircleContrast,"UpdateActorNode(ModData modData, MiniYamlNode actorNode)","PromptConfirmReplayCompatibility(ReplayMetadata replayMeta, Action onCancel = null)",ReplayUtils,0,2,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.UpdateRules.Rules,ReplaceAttackTypeStrafe,"UpdateActorNode(ModData modData, MiniYamlNode actorNode)",CreateAndJoin(),ServerCreationLogic,0,2,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.UpdateRules.Rules,UpdateMapInits,"UpdateActorNode(ModData modData, MiniYamlNode actorNode)","ShowLanguageDropdown(DropDownButtonWidgetdropdown, IEnumerable<string> languages)",SettingsLogic,0,2,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.UpdateRules.Rules,UpdateMapInits,"UpdateMapActorNode(ModData modData, MiniYamlNode actorNode)","ShowMouseControlDropdown(DropDownButtonWidget dropdown, GameSettings s)",SettingsLogic,0,2,4,2125,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.UtilityCommands,ImportLegacyMapCommand,ReadTrees(IniFile file),OnHotkeyActivated(KeyInput e),RemoveFromControlGroupHotkeyLogic,0,1,3,2.25,2,6,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.UtilityCommands,UpdateMapCommand,"ApplyRules(ModData modData, IReadWritePackage mapPackage, IEnumerable<UpdateRule> rules)","FindClearSides(ResourceType t, CPos p)",D2kResourceRenderer,0,3,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Warheads,CreateEffectWarhead,"IsValidAgainst(Actor victim, Actor firedBy)",DisableScissor(),FrameBuffer,0,2,3,2.3333333333333335,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Warheads,FlashPaletteEffectWarhead,"DoImpact(in Target target, WarheadArgs args)",Dispose(bool disposing),FrameBuffer,0,2,5,3.5,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Warheads,HealthPercentageDamageWarhead,"InflictDamage(Actor victim, Actor firedBy, HitShape shape, WarheadArgs args)","SetSoundVolume(float volume, ISound music, ISound video)",OpenAlSoundEngine,0,4,3,2.5,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,ColorMixerWidget,Set(Color color),TryGetSourceFromPool(out uint source),OpenAlSoundEngine,0,1,2,2,1,11,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,ColorMixerWidget,Set(float hue),CheckGLError(),OpenGL,0,1,0,0,1,11,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,CommandBarLogic,Tick(),"DebugMessageHandler(int source, int type, uint id,int severity, int length, StringBuilder message, IntPtr userparam)",OpenGL,0,0,2,2,0,13,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,EditorCopyPasteBrush,"Copy(CellRegion source, CVec offset)","EnableScissor(int x, int y, int width, int height)",Sdl2GraphicsContext,0,2,2,2,0,3,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,EditorTileBrush,"PlacementOverlapsSameTemplate(TerrainTemplateInfo template, CPos cell)",CanCreateGLWindow(GLProfile profile),Sdl2PlatformWindow,0,2,2,2,0,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,HotkeyEntryWidget,Draw(),Dispose(),Sdl2PlatformWindow,0,0,3,2.2857142857142856,0,14,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,HotkeyEntryWidget,HandleKeyPress(KeyInput e),LastTapCount(),TapHistory,0,1,2,2,1,14,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,HueSliderWidget,Draw(),"SetData(uint[,] colors)",Texture,0,0,4,3.3333333333333335,0,2,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,MaskWidget,HandleMouseInput(MouseInput mi),Dispose(bool disposing),VertexBuffer,0,1,0,0,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,PaintTileEditorAction,Do(),"GameProcessExited(object sender, EventArgs e)",WindowsLauncher,0,0,3,2.1666666666666665,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,ProductionPaletteWidget,GetCursor(int2 pos),ShowErrorDialog(),WindowsLauncher,0,1,3,2.2,0,22,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,ProductionPaletteWidget,"HandleMiddleClick(ProductionItem item, ProductionIcon icon, int handleCount)","load(OsuColour colours, TextureStore textures, OsuGameBase game)",VersionManager,0,3,3,2.5,0,22,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,ProductionPaletteWidget,"LinterHotkeyNames(MiniYamlNode widgetNode, Action<string> emitError, Action<string> emitWarning)",load(),OsuGameBase,0,3,4,2.5714285714285716,0,22,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,ProductionPaletteWidget,MouseEntered(),runMigrations(),OsuGameBase,0,0,3,3,0,22,0
